user_id,session_duration,total_page_clicks,num_trips,num_flights,num_hotels,flight_discount,hotel_discount,hotel_price_per_room_night_usd,checked_bags,seats,nights,rooms,rebooking_ratio,co_booking_ratio,flight_only_ratio,hotel_only_ratio,money_spent_hotel,money_spent_flight,cluster_k7
171470,54.2,278,1.0,2.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3207.31,4
174997,81.0,213,2.0,2.0,2.0,0.0,0.0,224.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,448.0,590.43,0
175032,44.5,128,3.0,2.0,3.0,0.0,0.3333333333333333,417.0,0.3333333333333333,1.3333333333333333,4.333333333333333,2.0,0.0,0.6666666666666666,0.0,0.3333333333333333,3243.6,1109.25,6
181157,85.6,153,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333,487.0,1.0,1.6666666666666667,3.333333333333333,1.6666666666666667,0.0,1.0,0.0,0.0,3839.8,959.03,6
182191,72.28571428571429,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1
187212,157.5,128,3.0,3.0,3.0,0.0,0.0,615.9300000000003,0.6666666666666666,1.0,2.0,1.0,0.0,1.0,0.0,0.0,867.93,1242.57,5
189676,68.16666666666667,93,2.0,1.0,2.0,0.0,0.0,361.0,1.0,1.5,9.0,2.0,0.0,0.5,0.0,0.5,5001.0,1244.31,6
190866,88.5,186,5.0,5.0,5.0,0.0,0.0,846.0,0.4,1.0,1.8,1.0,0.0,1.0,0.0,0.0,1359.0,2081.0,5
195192,230.16666666666663,203,1.0,1.0,1.0,0.0,0.0,160.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,320.0,394.29,6
204943,149.0,271,6.0,7.0,7.0,0.2857142857142857,0.1428571428571428,1341.0,0.8571428571428571,1.4285714285714286,6.857142857142857,1.4285714285714286,0.3333333333333333,1.1666666666666667,0.0,0.0,13544.0,3305.0,5
204997,84.0,349,3.0,4.0,3.0,0.5,0.5,237.0,0.25,1.5,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,0.0,914.8,1334.18,6
205044,61.16666666666666,135,3.0,3.0,3.0,0.3333333333333333,0.0,748.0,0.3333333333333333,2.0,4.666666666666667,2.0,0.0,1.0,0.0,0.0,5642.0,2437.57,6
206011,61.0,156,4.0,4.0,3.0,0.25,0.25,340.0,0.25,1.0,2.6666666666666665,1.0,0.0,0.75,0.25,0.0,1055.0,1024.77,5
216796,56.6,126,1.0,2.0,2.0,1.0,0.5,482.0,2.0,2.0,10.0,1.0,2.0,2.0,0.0,0.0,4820.0,2954.1,5
217114,42.6,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1
217136,73.4,106,2.0,1.0,2.0,0.0,0.0,473.0,0.0,0.5,2.0,1.0,0.0,0.5,0.0,0.5,659.0,539.57,2
220725,44.5,296,4.0,5.0,4.0,0.2,0.4,500.0,0.2,1.0,3.75,1.0,0.5,1.0,0.25,0.0,1842.0,2422.92,5
224996,83.5,102,2.0,2.0,1.0,0.0,0.0,231.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,897.61,0
226367,52.0,114,3.0,3.0,3.0,0.3333333333333333,0.0,759.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,1.0,0.0,0.0,1864.0,883.6,6
228195,95.77777777777776,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1
228872,84.8,126,2.0,1.0,2.0,0.0,0.0,188.0,0.5,0.5,6.5,1.0,0.0,0.5,0.0,0.5,1288.0,509.21,2
229009,110.0,144,3.0,4.0,3.0,0.25,0.25,299.0,0.25,1.0,1.5,1.0,0.6666666666666666,1.0,0.3333333333333333,0.0,474.0,4437.75,5
229108,73.25,237,1.0,2.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,877.22,4
229330,88.4,129,4.0,4.0,4.0,0.0,0.0,837.0,0.25,1.75,1.5,1.75,0.0,1.0,0.0,0.0,3193.0,1548.11,6
232647,85.5,100,2.0,1.0,1.0,0.0,0.0,213.0,0.5,0.5,11.0,1.0,0.0,0.0,0.5,0.5,2343.0,237.1,2
249521,137.66666666666666,151,2.0,1.0,2.0,0.0,0.5,283.0,0.5,0.5,1.5,1.0,0.0,0.5,0.0,0.5,369.4,642.02,2
252835,56.66666666666666,117,5.0,5.0,4.0,0.2,0.0,531.0,0.6,1.0,2.75,1.0,0.0,0.8,0.2,0.0,1460.0,1615.64,5
258451,42.5,161,1.0,1.0,2.0,0.5,0.5,356.0,0.0,0.0,13.0,1.0,2.0,1.0,0.0,1.0,4628.0,0.0,3
264470,92.75,118,2.0,2.0,2.0,0.5,0.0,400.0,0.5,1.0,4.5,1.0,0.0,1.0,0.0,0.0,2127.0,835.22,0
276512,76.28571428571429,98,1.0,1.0,1.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,100.0,395.69,0
281952,134.66666666666666,158,2.0,2.0,2.0,0.0,0.5,263.0,1.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,236.3,684.72,0
283325,104.57142857142856,114,2.0,1.0,2.0,0.5,0.0,638.9300000000003,0.0,0.5,3.0,1.5,0.0,0.5,0.0,0.5,2555.72,407.94,2
290123,83.0,190,7.0,7.0,6.0,0.0,0.0,1440.0,0.7142857142857143,1.5714285714285714,2.1666666666666665,1.6666666666666667,0.0,0.8571428571428571,0.1428571428571428,0.0,3583.0,4647.96,5
297546,171.66666666666666,207,5.0,4.0,5.0,0.0,0.2,530.0,0.6,1.2,5.2,1.4,0.0,0.8,0.0,0.2,3542.0,1660.72,5
298253,89.33333333333333,98,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,712.42,4
299476,134.8,187,1.0,1.0,1.0,0.0,0.0,71.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,71.0,192.38,0
306165,82.5,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1
306819,68.6,289,2.0,3.0,3.0,0.3333333333333333,0.3333333333333333,896.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.5,0.0,0.0,896.0,270.16,5
312488,60.285714285714285,76,1.0,1.0,1.0,0.0,0.0,299.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,407.1,0
313724,99.0,344,5.0,5.0,6.0,0.1666666666666666,0.1666666666666666,1101.0,0.6666666666666666,1.0,3.0,1.3333333333333333,0.4,1.0,0.0,0.2,3973.0,1911.3,5
316527,91.5,139,4.0,4.0,4.0,0.0,0.25,1080.9300000000003,0.25,1.25,3.0,1.25,0.0,1.0,0.0,0.0,4397.88,1739.89,5
317688,100.33333333333331,133,4.0,4.0,4.0,0.0,0.25,673.0,0.5,1.0,1.25,1.0,0.0,1.0,0.0,0.0,1076.0,1238.74,5
322867,50.85714285714285,82,1.0,1.0,1.0,0.0,0.0,189.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,1323.0,173.04,0
324191,62.4,86,2.0,2.0,2.0,0.0,0.0,530.9300000000003,0.5,1.5,4.5,1.5,0.0,1.0,0.0,0.0,1577.86,99.74,6
328590,73.0,315,3.0,4.0,3.0,0.25,0.75,310.0,0.25,1.5,4.5,2.0,0.6666666666666666,1.0,0.3333333333333333,0.0,2596.25,3656.61,6
330764,67.5,291,3.0,2.0,3.0,0.25,0.5,259.0,0.5,1.5,4.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1094.0,751.04,5
330893,71.6,133,3.0,3.0,3.0,0.0,0.0,414.0,0.6666666666666666,1.0,2.0,1.0,0.0,1.0,0.0,0.0,750.0,861.61,0
331039,141.0,198,1.0,2.0,2.0,0.5,1.0,418.0,2.0,3.0,8.0,2.0,2.0,2.0,0.0,0.0,6353.6,3376.12,6
334787,85.66666666666667,119,3.0,3.0,3.0,0.3333333333333333,0.0,507.0,0.6666666666666666,1.0,2.0,1.0,0.0,1.0,0.0,0.0,864.0,749.45,0
337227,77.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1
338086,110.66666666666669,137,2.0,2.0,2.0,0.0,0.5,126.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,152.0,981.69,0
340166,83.66666666666667,88,1.0,0.0,1.0,0.0,0.0,237.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,474.0,0.0,3
343928,89.8,122,2.0,2.0,1.0,0.5,0.0,116.0,0.5,1.5,3.0,1.0,0.0,0.5,0.5,0.0,348.0,1791.67,0
347778,82.4,162,5.0,5.0,4.0,0.0,0.0,907.0,1.0,1.4,2.25,1.5,0.0,0.8,0.2,0.0,3676.0,3187.55,5
348817,46.0,125,4.0,3.0,4.0,0.0,0.0,930.9300000000004,0.5,0.75,2.25,1.0,0.0,0.75,0.0,0.25,2306.79,1374.62,5
348863,74.57142857142857,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1
349132,82.16666666666667,133,3.0,2.0,3.0,0.0,0.3333333333333333,581.0,0.3333333333333333,1.3333333333333333,4.666666666666667,1.6666666666666667,0.0,0.6666666666666666,0.0,0.3333333333333333,3516.1,721.06,6
350648,132.83333333333334,296,1.0,2.0,2.0,0.5,0.5,370.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,1110.0,424.36,5
353271,75.6,84,1.0,1.0,1.0,0.0,0.0,136.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,408.4,6
353694,71.6,100,2.0,2.0,2.0,0.0,0.0,248.0,0.5,1.5,4.5,1.5,0.0,1.0,0.0,0.0,1634.0,461.37,6
354050,95.66666666666669,172,5.0,5.0,5.0,0.2,0.2,1052.0,0.2,1.2,2.2,1.2,0.0,1.0,0.0,0.0,2301.6,1928.78,5
354260,105.0,116,2.0,2.0,1.0,0.0,0.0,260.0,1.0,1.0,2.0,1.0,0.0,0.5,0.5,0.0,520.0,1165.01,0
354311,78.8,98,2.0,2.0,1.0,0.0,0.0,97.0,0.5,1.0,3.0,1.0,0.0,0.5,0.5,0.0,291.0,1072.89,0
354950,97.83333333333331,100,1.0,1.0,1.0,0.0,0.0,127.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,762.0,460.54,0
356046,76.5,101,2.0,2.0,2.0,0.0,0.0,195.0,0.0,1.5,2.0,1.5,0.0,1.0,0.0,0.0,705.0,783.81,6
357737,41.5,323,5.0,5.0,6.0,0.1666666666666666,0.5,1027.0,0.3333333333333333,0.8333333333333334,3.333333333333333,1.0,0.4,1.0,0.0,0.2,3236.1,2176.9,5
359072,64.0,318,3.0,4.0,4.0,0.25,0.25,492.0,0.25,1.0,2.25,1.0,0.6666666666666666,1.3333333333333333,0.0,0.0,933.0,790.47,5
359080,32.0,126,4.0,4.0,2.0,0.0,0.25,677.0,1.0,1.25,2.0,1.0,0.0,0.5,0.5,0.0,1383.0,3070.27,5
359653,98.6,127,2.0,2.0,2.0,0.0,0.5,430.0,1.0,1.0,1.5,1.0,0.0,1.0,0.0,0.0,649.2,784.33,0
361459,40.16666666666666,59,1.0,1.0,1.0,0.0,0.0,165.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,165.0,393.91,0
361759,39.2,139,4.0,4.0,3.0,0.0,0.25,239.0,0.5,1.0,0.6666666666666666,1.0,0.0,0.75,0.25,0.0,119.7,1660.59,0
363535,41.0,248,3.0,4.0,4.0,0.5,0.25,740.0,0.75,1.25,2.75,1.25,0.6666666666666666,1.3333333333333333,0.0,0.0,1993.0,1279.67,5
365825,109.0,271,2.0,2.0,3.0,0.3333333333333333,0.3333333333333333,541.0,0.3333333333333333,0.3333333333333333,6.0,1.6666666666666667,1.0,1.0,0.0,0.5,4518.0,64.63,2
371201,96.33333333333331,105,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,199.47,4
372970,49.833333333333336,101,2.0,2.0,2.0,0.0,0.0,408.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,276.0,1293.3,0
373489,82.375,118,1.0,1.0,1.0,1.0,0.0,51.0,2.0,3.0,12.0,2.0,0.0,1.0,0.0,0.0,1224.0,1266.04,6
374331,51.0,254,2.0,2.0,2.0,0.3333333333333333,0.3333333333333333,280.0,0.6666666666666666,0.6666666666666666,12.0,2.0,1.0,0.5,0.5,0.5,6720.0,472.52,2
374340,53.57142857142857,78,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1688.06,4
374341,100.75,105,3.0,0.0,3.0,0.0,0.0,457.0,0.0,0.0,7.333333333333333,2.0,0.0,0.0,0.0,1.0,6840.0,0.0,3
375160,35.285714285714285,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1
375729,75.0,142,3.0,3.0,3.0,0.6666666666666666,0.0,547.9300000000003,0.3333333333333333,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1134.86,896.28,5
375751,153.2,192,3.0,3.0,2.0,0.0,0.0,333.0,0.3333333333333333,1.0,3.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,999.0,707.56,0
376159,68.66666666666667,102,2.0,1.0,2.0,0.0,0.0,255.0,0.5,0.5,3.0,1.0,0.0,0.5,0.0,0.5,708.0,367.24,2
377069,32.8,177,1.0,2.0,1.0,0.5,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1853.34,4
377411,87.0,118,2.0,2.0,2.0,0.5,0.0,227.0,0.0,1.5,2.5,1.5,0.0,1.0,0.0,0.0,1026.0,990.0,6
378565,47.5,136,5.0,2.0,5.0,0.4,0.0,723.0,0.2,0.4,8.4,1.2,0.0,0.4,0.0,0.6,8046.0,687.94,2
379543,60.6,104,3.0,3.0,3.0,0.0,0.0,695.0,0.3333333333333333,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1535.0,1155.12,5
380434,60.75,114,3.0,3.0,3.0,0.3333333333333333,0.0,795.0,0.3333333333333333,1.0,2.333333333333333,1.0,0.0,1.0,0.0,0.0,1426.0,999.34,5
380436,90.0,107,1.0,1.0,1.0,0.0,1.0,165.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,594.0,113.25,0
380757,51.6,122,3.0,3.0,3.0,0.0,0.3333333333333333,509.0,0.3333333333333333,1.0,4.666666666666667,1.0,0.0,1.0,0.0,0.0,1310.35,495.62,5
380874,48.5,117,3.0,3.0,3.0,0.0,1.0,535.0,0.6666666666666666,1.0,1.3333333333333333,1.0,0.0,1.0,0.0,0.0,405.6,840.25,5
380949,114.5,348,5.0,6.0,5.0,0.1666666666666666,0.3333333333333333,1150.0,0.1666666666666666,1.0,1.8,1.0,0.4,1.0,0.2,0.0,2090.6,2211.87,5
381259,89.16666666666667,97,1.0,1.0,1.0,0.0,0.0,68.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,68.0,719.48,0
381465,114.0,245,4.0,3.0,5.0,0.4,0.2,658.0,0.0,0.6,6.0,1.0,0.5,0.75,0.0,0.5,3091.0,378.95,2
382181,75.8,106,3.0,3.0,2.0,0.0,0.0,416.0,0.6666666666666666,1.0,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,672.0,1073.04,0
382384,66.8,75,1.0,1.0,1.0,0.0,0.0,156.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,228.63,0
382533,68.42857142857143,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1
385689,65.0,92,4.0,3.0,4.0,0.5,0.0,748.0,0.25,1.0,4.0,1.25,0.0,0.75,0.0,0.25,3545.0,1238.84,5
386255,55.285714285714285,65,1.0,0.0,1.0,0.0,0.0,268.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,2144.0,0.0,3
386469,86.83333333333333,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1
386914,89.5,210,2.0,3.0,2.0,0.3333333333333333,1.0,321.0,1.6666666666666667,2.333333333333333,2.0,1.0,1.0,1.0,0.5,0.0,577.8,3510.83,5
387282,84.16666666666667,87,1.0,0.0,1.0,0.0,1.0,330.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,3564.0,0.0,3
387783,57.25,87,3.0,1.0,3.0,0.0,0.0,566.0,0.0,0.3333333333333333,4.666666666666667,1.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,2649.0,431.26,2
388328,83.33333333333333,135,5.0,3.0,5.0,0.2,0.2,828.0,0.6,0.6,4.6,1.0,0.0,0.6,0.0,0.4,4770.9,1240.7,2
388767,38.25,104,1.0,1.0,1.0,0.0,0.0,189.0,1.0,1.0,10.0,1.0,0.0,1.0,0.0,0.0,1890.0,372.34,0
388947,39.75,112,3.0,3.0,2.0,0.3333333333333333,0.3333333333333333,342.0,0.6666666666666666,1.0,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,684.0,1196.24,0
389434,100.66666666666669,332,5.0,6.0,6.0,0.3333333333333333,0.1666666666666666,896.0,0.5,1.0,1.3333333333333333,1.0,0.4,1.2,0.0,0.0,1420.0,2642.24,5
389662,30.0,146,3.0,2.0,3.0,0.3333333333333333,0.0,519.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,815.0,631.06,2
389759,48.75,156,3.0,3.0,3.0,0.3333333333333333,0.0,560.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,1.0,0.0,0.0,2384.0,3088.63,6
390811,56.6,132,3.0,3.0,3.0,0.0,0.0,402.0,0.6666666666666666,1.0,3.333333333333333,1.0,0.0,1.0,0.0,0.0,1278.0,1099.02,5
392453,63.16666666666666,78,1.0,1.0,1.0,1.0,0.0,106.0,1.0,1.0,11.0,1.0,0.0,1.0,0.0,0.0,1166.0,374.28,0
395202,72.0,71,1.0,0.0,1.0,0.0,0.0,228.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,2964.0,0.0,3
395981,49.0,101,3.0,3.0,3.0,0.3333333333333333,0.0,1022.9300000000004,1.0,1.3333333333333333,1.0,1.3333333333333333,0.0,1.0,0.0,0.0,1385.93,1777.9,6
396552,36.0,109,4.0,4.0,4.0,0.0,0.0,699.0,0.5,1.0,0.75,1.0,0.0,1.0,0.0,0.0,450.0,824.85,5
399137,105.0,155,4.0,2.0,4.0,0.25,0.0,784.0,0.5,0.5,3.75,1.5,0.0,0.5,0.0,0.5,6424.0,831.47,2
399218,80.8,121,2.0,2.0,1.0,0.0,0.0,123.0,0.5,1.0,2.0,1.0,0.0,0.5,0.5,0.0,246.0,487.9,0
399799,60.25,126,4.0,4.0,4.0,0.0,0.0,365.0,0.5,1.0,2.0,1.0,0.0,1.0,0.0,0.0,609.0,1361.2,5
400275,40.333333333333336,99,2.0,2.0,1.0,1.0,0.0,263.0,0.5,1.0,4.0,1.0,0.0,0.5,0.5,0.0,1052.0,871.94,0
400582,71.75,125,4.0,3.0,4.0,0.25,0.0,1082.0,0.0,0.75,2.25,1.0,0.0,0.75,0.0,0.25,2549.0,626.16,2
400899,185.8,255,3.0,3.0,3.0,0.0,0.0,590.0,0.6666666666666666,1.3333333333333333,3.333333333333333,1.3333333333333333,0.0,1.0,0.0,0.0,2230.0,1092.01,5
401245,76.0,120,3.0,3.0,2.0,0.3333333333333333,0.0,254.0,0.0,1.0,3.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,722.0,915.17,0
402332,121.5,137,2.0,2.0,2.0,0.5,1.0,278.0,0.0,1.5,0.5,1.5,0.0,1.0,0.0,0.0,103.55,767.41,6
402978,28.0,115,4.0,4.0,4.0,0.25,0.0,543.0,0.75,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1831.0,1382.52,5
403881,64.75,133,4.0,4.0,4.0,0.0,0.0,584.0,0.75,1.5,2.5,1.5,0.0,1.0,0.0,0.0,1792.0,2971.67,6
404879,56.0,127,4.0,4.0,3.0,0.0,0.0,739.0,0.5,1.25,3.333333333333333,1.3333333333333333,0.0,0.75,0.25,0.0,5029.0,1046.88,5
405305,92.5,139,3.0,3.0,3.0,0.0,0.0,661.9300000000003,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.0,1.0,0.0,0.0,1045.86,1615.6,6
406210,62.16666666666666,93,2.0,2.0,2.0,0.0,0.0,334.0,0.5,1.0,6.5,1.0,0.0,1.0,0.0,0.0,1326.0,1190.81,0
407118,76.5,112,3.0,4.0,4.0,0.25,0.25,726.0,0.75,1.5,11.0,1.0,0.6666666666666666,1.3333333333333333,0.0,0.0,6432.0,2129.68,5
407250,79.33333333333333,143,4.0,4.0,3.0,0.0,0.0,325.0,0.25,1.0,3.0,1.0,0.0,0.75,0.25,0.0,1025.0,1914.57,5
407275,47.333333333333336,127,4.0,4.0,3.0,0.0,0.0,500.0,0.5,1.0,4.666666666666667,1.0,0.0,0.75,0.25,0.0,2414.0,746.95,5
407434,66.0,62,1.0,0.0,1.0,0.0,0.0,177.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,3186.0,0.0,3
407642,57.66666666666666,111,2.0,2.0,2.0,0.0,0.0,484.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,750.0,469.77,0
408551,34.6,93,2.0,2.0,2.0,0.0,0.0,368.0,0.5,1.0,2.0,1.0,0.0,1.0,0.0,0.0,944.0,647.39,0
409073,86.66666666666667,178,3.0,3.0,3.0,0.0,0.0,522.0,1.0,1.0,1.6666666666666667,1.0,0.0,1.0,0.0,0.0,803.0,1578.56,5
411179,200.2,283,3.0,3.0,4.0,0.75,0.25,918.0,0.25,0.75,5.25,1.25,0.6666666666666666,1.0,0.0,0.3333333333333333,6343.0,821.88,5
411701,151.0,157,2.0,1.0,2.0,0.0,0.0,316.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.5,316.0,578.27,2
413128,68.0,161,5.0,4.0,5.0,0.4,0.2,1140.9300000000003,0.2,1.2,5.6,1.4,0.0,0.8,0.0,0.2,9592.15,1469.85,5
413340,136.75,120,3.0,3.0,1.0,0.0,0.3333333333333333,137.0,0.6666666666666666,1.0,8.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1096.0,532.06,0
413418,66.33333333333333,98,3.0,2.0,2.0,0.0,0.0,73.0,1.0,1.0,3.0,1.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,210.0,580.67,0
413658,111.5,180,3.0,3.0,3.0,0.25,0.5,243.0,1.25,1.75,3.0,1.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1593.0,3565.16,5
414128,63.4,137,4.0,3.0,4.0,0.0,0.25,1303.8600000000006,0.25,1.25,2.75,1.5,0.0,0.75,0.0,0.25,4514.84,2590.57,5
415282,44.0,93,2.0,2.0,2.0,0.0,0.0,304.0,0.0,2.0,3.5,2.0,0.0,1.0,0.0,0.0,2892.0,1756.97,6
415381,44.66666666666666,108,3.0,3.0,2.0,0.0,0.0,239.0,1.0,1.0,2.5,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,704.0,451.21,0
415581,40.2,114,3.0,3.0,3.0,0.0,0.0,592.9300000000003,0.6666666666666666,1.0,5.666666666666667,1.0,0.0,1.0,0.0,0.0,1949.86,1059.77,5
416319,218.0,220,2.0,2.0,2.0,0.0,0.0,219.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,149.0,147.6,0
416580,45.0,320,5.0,5.0,5.0,0.3333333333333333,0.3333333333333333,670.0,0.1666666666666666,0.8333333333333334,2.6,1.6,0.4,0.8,0.2,0.2,2362.0,1225.35,5
417679,87.33333333333333,141,5.0,5.0,4.0,0.2,0.6,719.0,0.4,1.2,2.75,1.0,0.0,0.8,0.2,0.0,2098.1,2057.76,5
418329,131.0,169,3.0,3.0,3.0,0.6666666666666666,0.3333333333333333,355.0,0.6666666666666666,1.0,9.0,1.0,0.0,1.0,0.0,0.0,2884.7,415.99,5
418488,206.5,197,4.0,4.0,4.0,0.0,0.0,702.0,0.5,1.0,3.25,1.0,0.0,1.0,0.0,0.0,2199.0,1411.6,5
418692,60.25,228,3.0,4.0,4.0,0.5,0.5,730.0,0.25,1.5,5.0,1.5,0.6666666666666666,1.3333333333333333,0.0,0.0,4350.0,4325.07,5
