,user_id,session_duration,total_page_clicks,cancel_rate,num_trips,num_flights,num_hotels,flight_discount,hotel_discount,flight_discount_amount,hotel_discount_amount,base_fare_usd,hotel_price_per_room_night_usd,checked_bags,seats,nights,rooms,trips_rebooked,co_booked_trips,flight_only_trips,hotel_only_trips,married,has_children,gender_F,gender_M,rebooking_ratio,co_booking_ratio,flight_only_ratio,hotel_only_ratio,cluster_k5
10,152583,128.14285714285714,149,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,367.83,213.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,4
11,153982,60.0,150,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,656.87,621.0,0.3333333333333333,1.0,1.3333333333333333,1.0,0.0,3.0,0.0,0.0,0,1,1,0,0.0,1.0,0.0,0.0,4
12,160754,69.0,86,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,93.62,214.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,0.0,1.0,0.0,0.0,4
13,164522,70.28571428571429,89,0.0,1.0,1.0,1.0,1.0,0.0,0.05,0.0,328.32,233.0,1.0,1.0,13.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0.0,1.0,0.0,0.0,4
14,167852,61.5,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,2
15,171470,54.2,278,0.25,1.0,2.0,1.0,1.0,0.5,0.05,0.0,3376.12,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0,0,1,0,2.0,1.0,1.0,0.0,0
16,174997,81.0,213,0.125,2.0,2.0,2.0,0.0,0.0,0.0,0.0,590.43,224.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,4
17,175032,44.5,128,0.0,3.0,2.0,3.0,0.0,0.3333333333333333,0.0,0.0499999999999999,1109.25,417.0,0.3333333333333333,1.3333333333333333,4.333333333333333,2.0,0.0,2.0,0.0,1.0,0,0,1,0,0.0,0.6666666666666666,0.0,0.3333333333333333,3
18,181157,85.6,153,0.0,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.0499999999999999,0.0499999999999999,1039.4299999999998,487.0,1.0,1.6666666666666667,3.333333333333333,1.6666666666666667,0.0,3.0,0.0,0.0,1,0,1,0,0.0,1.0,0.0,0.0,3
19,182191,72.28571428571429,148,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0.0,0.0,2
20,187212,157.5,128,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1242.57,615.9300000000003,0.6666666666666666,1.0,2.0,1.0,0.0,3.0,0.0,0.0,1,1,1,0,0.0,1.0,0.0,0.0,4
21,189676,68.16666666666667,93,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1244.31,361.0,1.0,1.5,9.0,2.0,0.0,1.0,0.0,1.0,0,1,1,0,0.0,0.5,0.0,0.5,4
22,190866,88.5,186,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2081.0,846.0,0.4,1.0,1.8,1.0,0.0,5.0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,4
23,195192,230.16666666666663,203,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,394.29,160.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,4
24,204943,149.0,271,0.125,6.0,7.0,7.0,0.2857142857142857,0.1428571428571428,0.0142857142857142,0.0,3331.76,1341.0,0.8571428571428571,1.4285714285714286,6.857142857142857,1.4285714285714286,2.0,7.0,0.0,0.0,0,0,0,1,0.3333333333333333,1.1666666666666667,0.0,0.0,4
25,204997,84.0,349,0.25,3.0,4.0,3.0,0.5,0.5,0.0625,0.025,1454.99,237.0,0.25,1.5,2.6666666666666665,1.6666666666666667,2.0,3.0,1.0,0.0,1,0,1,0,0.6666666666666666,1.0,0.3333333333333333,0.0,3
26,205044,61.16666666666666,135,0.0,3.0,3.0,3.0,0.3333333333333333,0.0,0.0166666666666666,0.0,2465.22,748.0,0.3333333333333333,2.0,4.666666666666667,2.0,0.0,3.0,0.0,0.0,1,1,1,0,0.0,1.0,0.0,0.0,4
27,206011,61.0,156,0.0,4.0,4.0,3.0,0.25,0.25,0.0125,0.0375,1046.59,340.0,0.25,1.0,2.6666666666666665,1.0,0.0,3.0,1.0,0.0,0,1,1,0,0.0,0.75,0.25,0.0,3
28,216796,56.6,126,0.125,1.0,2.0,2.0,1.0,0.5,0.125,0.0,3376.12,482.0,2.0,2.0,10.0,1.0,2.0,2.0,0.0,0.0,0,0,1,0,2.0,2.0,0.0,0.0,4
29,217114,42.6,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,2
30,217136,73.4,106,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,539.57,473.0,0.0,0.5,2.0,1.0,0.0,1.0,0.0,1.0,0,1,1,0,0.0,0.5,0.0,0.5,4
31,220725,44.5,296,0.1111111111111111,4.0,5.0,4.0,0.2,0.4,0.0,0.01,2422.92,500.0,0.2,1.0,3.75,1.0,2.0,4.0,1.0,0.0,0,0,1,0,0.5,1.0,0.25,0.0,4
32,224996,83.5,102,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,897.61,231.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,1,0,0.0,0.5,0.5,0.0,4
33,226367,52.0,114,0.0,3.0,3.0,3.0,0.3333333333333333,0.0,0.0166666666666666,0.0,889.2099999999999,759.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,3.0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,4
34,228195,95.77777777777776,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0.0,0.0,2
35,228872,84.8,126,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,509.21,188.0,0.5,0.5,6.5,1.0,0.0,1.0,0.0,1.0,0,0,0,1,0.0,0.5,0.0,0.5,4
36,229009,110.0,144,0.125,3.0,4.0,3.0,0.25,0.25,0.0,0.0,4437.75,299.0,0.25,1.0,1.5,1.0,2.0,3.0,1.0,0.0,0,0,1,0,0.6666666666666666,1.0,0.3333333333333333,0.0,4
37,229108,73.25,237,0.125,1.0,2.0,1.0,0.5,0.5,0.0,0.0,877.22,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0,0,1,0,2.0,1.0,1.0,0.0,0
38,229330,88.4,129,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1548.11,837.0,0.25,1.75,1.5,1.75,0.0,4.0,0.0,0.0,1,0,1,0,0.0,1.0,0.0,0.0,4
39,232647,85.5,100,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,237.1,213.0,0.5,0.5,11.0,1.0,0.0,0.0,1.0,1.0,0,0,1,0,0.0,0.0,0.5,0.5,4
40,249521,137.66666666666666,151,0.0,2.0,1.0,2.0,0.0,0.5,0.0,0.05,642.02,283.0,0.5,0.5,1.5,1.0,0.0,1.0,0.0,1.0,1,1,1,0,0.0,0.5,0.0,0.5,3
41,252835,56.66666666666666,117,0.0,5.0,5.0,4.0,0.2,0.0,0.06,0.0,1676.55,531.0,0.6,1.0,2.75,1.0,0.0,4.0,1.0,0.0,0,1,1,0,0.0,0.8,0.2,0.0,4
42,258451,42.5,161,0.125,1.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,356.0,0.0,0.0,13.0,1.0,2.0,1.0,0.0,1.0,0,0,1,0,2.0,1.0,0.0,1.0,1
43,264470,92.75,118,0.0,2.0,2.0,2.0,0.5,0.0,0.025,0.0,873.02,400.0,0.5,1.0,4.5,1.0,0.0,2.0,0.0,0.0,0,1,1,0,0.0,1.0,0.0,0.0,4
44,276512,76.28571428571429,98,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,395.69,100.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,0.0,1.0,0.0,0.0,4
45,281952,134.66666666666666,158,0.0,2.0,2.0,2.0,0.0,0.5,0.0,0.075,684.72,263.0,1.5,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,3
46,283325,104.57142857142856,114,0.0,2.0,1.0,2.0,0.5,0.0,0.05,0.0,453.27,638.9300000000003,0.0,0.5,3.0,1.5,0.0,1.0,0.0,1.0,1,0,1,0,0.0,0.5,0.0,0.5,4
47,290123,83.0,190,0.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,4647.96,1440.0,0.7142857142857143,1.5714285714285714,2.1666666666666665,1.6666666666666667,0.0,6.0,1.0,0.0,1,0,1,0,0.0,0.8571428571428571,0.1428571428571428,0.0,4
48,297546,171.66666666666666,207,0.0,5.0,4.0,5.0,0.0,0.2,0.0,0.01,1660.72,530.0,0.6,1.2,5.2,1.4,0.0,4.0,0.0,1.0,1,0,1,0,0.0,0.8,0.0,0.2,4
49,298253,89.33333333333333,98,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,712.42,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0.0,0.0,1.0,0.0,0
50,299476,134.8,187,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,192.38,71.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0.0,1.0,0.0,0.0,4
51,306165,82.5,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,2
52,306819,68.6,289,0.125,2.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.0,0.0,270.16,896.0,0.3333333333333333,1.0,1.0,1.0,2.0,3.0,0.0,0.0,1,1,1,0,1.0,1.5,0.0,0.0,4
53,312488,60.285714285714285,76,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,407.1,299.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,4
54,313724,99.0,344,0.125,5.0,5.0,6.0,0.1666666666666666,0.1666666666666666,0.0,0.0,1911.3,1101.0,0.6666666666666666,1.0,3.0,1.3333333333333333,2.0,5.0,0.0,1.0,0,0,1,0,0.4,1.0,0.0,0.2,4
55,316527,91.5,139,0.0,4.0,4.0,4.0,0.0,0.25,0.0,0.0125,1739.89,1080.9300000000003,0.25,1.25,3.0,1.25,0.0,4.0,0.0,0.0,1,1,1,0,0.0,1.0,0.0,0.0,4
56,317688,100.33333333333331,133,0.0,4.0,4.0,4.0,0.0,0.25,0.0,0.0125,1238.74,673.0,0.5,1.0,1.25,1.0,0.0,4.0,0.0,0.0,0,1,1,0,0.0,1.0,0.0,0.0,4
57,322867,50.85714285714285,82,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,173.04,189.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,4
58,324191,62.4,86,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,99.74,530.9300000000003,0.5,1.5,4.5,1.5,0.0,2.0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,4
59,328590,73.0,315,0.125,3.0,4.0,3.0,0.25,0.75,0.0,0.075,3656.61,310.0,0.25,1.5,4.5,2.0,2.0,3.0,1.0,0.0,0,0,1,0,0.6666666666666666,1.0,0.3333333333333333,0.0,3
60,330764,67.5,291,0.125,3.0,2.0,3.0,0.25,0.5,0.0,0.0125,751.04,259.0,0.5,1.5,4.5,1.0,2.0,1.0,1.0,2.0,0,0,1,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,4
61,330893,71.6,133,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,861.61,414.0,0.6666666666666666,1.0,2.0,1.0,0.0,3.0,0.0,0.0,1,1,1,0,0.0,1.0,0.0,0.0,4
62,331039,141.0,198,0.125,1.0,2.0,2.0,0.5,1.0,0.0,0.05,3376.12,418.0,2.0,3.0,8.0,2.0,2.0,2.0,0.0,0.0,1,1,1,0,2.0,2.0,0.0,0.0,3
63,334787,85.66666666666667,119,0.0,3.0,3.0,3.0,0.3333333333333333,0.0,0.0166666666666666,0.0,758.17,507.0,0.6666666666666666,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,4
64,337227,77.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,2
65,338086,110.66666666666669,137,0.0,2.0,2.0,2.0,0.0,0.5,0.0,0.1,981.69,126.0,0.5,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0,1,1,0,0.0,1.0,0.0,0.0,3
66,340166,83.66666666666667,88,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1,1,0,1,0.0,0.0,0.0,1.0,1
67,343928,89.8,122,0.0,2.0,2.0,1.0,0.5,0.0,0.1,0.0,2129.28,116.0,0.5,1.5,3.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0.0,0.5,0.5,0.0,4
68,347778,82.4,162,0.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,3187.55,907.0,1.0,1.4,2.25,1.5,0.0,4.0,1.0,0.0,0,0,1,0,0.0,0.8,0.2,0.0,4
69,348817,46.0,125,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,1374.62,930.9300000000004,0.5,0.75,2.25,1.0,0.0,3.0,0.0,1.0,0,0,1,0,0.0,0.75,0.0,0.25,4
70,348863,74.57142857142857,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,2
71,349132,82.16666666666667,133,0.0,3.0,2.0,3.0,0.0,0.3333333333333333,0.0,0.0333333333333333,721.06,581.0,0.3333333333333333,1.3333333333333333,4.666666666666667,1.6666666666666667,0.0,2.0,0.0,1.0,0,0,1,0,0.0,0.6666666666666666,0.0,0.3333333333333333,3
72,350648,132.83333333333334,296,0.125,1.0,2.0,2.0,0.5,0.5,0.0,0.0,424.36,370.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,0,0,1,0,2.0,2.0,0.0,0.0,4
73,353271,75.6,84,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,408.4,136.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0,1,1,0,0.0,1.0,0.0,0.0,4
74,353694,71.6,100,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,461.37,248.0,0.5,1.5,4.5,1.5,0.0,2.0,0.0,0.0,0,1,1,0,0.0,1.0,0.0,0.0,4
75,354050,95.66666666666669,172,0.0,5.0,5.0,5.0,0.2,0.2,0.01,0.01,1957.88,1052.0,0.2,1.2,2.2,1.2,0.0,5.0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,4
76,354260,105.0,116,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1165.01,260.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0,0,1,0,0.0,0.5,0.5,0.0,4
77,354311,78.8,98,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1072.89,97.0,0.5,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1,0,1,0,0.0,0.5,0.5,0.0,4
78,354950,97.83333333333331,100,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,460.54,127.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,4
79,356046,76.5,101,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,783.81,195.0,0.0,1.5,2.0,1.5,0.0,2.0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,4
80,357737,41.5,323,0.125,5.0,5.0,6.0,0.1666666666666666,0.5,0.0,0.025,2176.9,1027.0,0.3333333333333333,0.8333333333333334,3.333333333333333,1.0,2.0,5.0,0.0,1.0,1,1,1,0,0.4,1.0,0.0,0.2,3
81,359072,64.0,318,0.125,3.0,4.0,4.0,0.25,0.25,0.0,0.0,790.47,492.0,0.25,1.0,2.25,1.0,2.0,4.0,0.0,0.0,1,1,1,0,0.6666666666666666,1.3333333333333333,0.0,0.0,4
82,359080,32.0,126,0.0,4.0,4.0,2.0,0.0,0.25,0.0,0.05,3070.27,677.0,1.0,1.25,2.0,1.0,0.0,2.0,2.0,0.0,1,0,1,0,0.0,0.5,0.5,0.0,3
83,359653,98.6,127,0.0,2.0,2.0,2.0,0.0,0.5,0.0,0.05,784.33,430.0,1.0,1.0,1.5,1.0,0.0,2.0,0.0,0.0,0,0,0,1,0.0,1.0,0.0,0.0,3
84,361459,40.16666666666666,59,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,393.91,165.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,0.0,1.0,0.0,0.0,4
85,361759,39.2,139,0.0,4.0,4.0,3.0,0.0,0.25,0.0,0.0125,1660.59,239.0,0.5,1.0,0.6666666666666666,1.0,0.0,3.0,1.0,0.0,1,0,1,0,0.0,0.75,0.25,0.0,4
86,363535,41.0,248,0.125,3.0,4.0,4.0,0.5,0.25,0.025,0.0,1328.15,740.0,0.75,1.25,2.75,1.25,2.0,4.0,0.0,0.0,0,0,1,0,0.6666666666666666,1.3333333333333333,0.0,0.0,4
87,365825,109.0,271,0.125,2.0,2.0,3.0,0.3333333333333333,0.3333333333333333,0.0,0.0,64.63,541.0,0.3333333333333333,0.3333333333333333,6.0,1.6666666666666667,2.0,2.0,0.0,1.0,0,0,1,0,1.0,1.0,0.0,0.5,4
88,371201,96.33333333333331,105,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,199.47,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0.0,0.0,1.0,0.0,0
89,372970,49.833333333333336,101,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1293.3000000000002,408.0,0.5,1.0,0.5,1.0,0.0,2.0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,4
90,373489,82.375,118,0.0,1.0,1.0,1.0,1.0,0.0,0.25,0.0,1688.06,51.0,2.0,3.0,12.0,2.0,0.0,1.0,0.0,0.0,1,1,1,0,0.0,1.0,0.0,0.0,4
91,374331,51.0,254,0.125,2.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.0,0.0,472.52,280.0,0.6666666666666666,0.6666666666666666,12.0,2.0,2.0,1.0,1.0,1.0,0,0,0,1,1.0,0.5,0.5,0.5,4
92,374340,53.57142857142857,78,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.05,1688.06,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,1.0,0.0,0
93,374341,100.75,105,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,457.0,0.0,0.0,7.333333333333333,2.0,0.0,0.0,0.0,3.0,0,0,1,0,0.0,0.0,0.0,1.0,1
94,375160,35.285714285714285,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,2
95,375729,75.0,142,0.0,3.0,3.0,3.0,0.6666666666666666,0.0,0.1,0.0,1032.16,547.9300000000003,0.3333333333333333,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,4
96,375751,153.2,192,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,707.56,333.0,0.3333333333333333,1.0,3.0,1.0,0.0,2.0,1.0,0.0,1,0,1,0,0.0,0.6666666666666666,0.3333333333333333,0.0,4
97,376159,68.66666666666667,102,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,367.24,255.0,0.5,0.5,3.0,1.0,0.0,1.0,0.0,1.0,0,0,1,0,0.0,0.5,0.0,0.5,4
98,377069,32.8,177,0.125,1.0,2.0,1.0,0.5,1.0,0.0,0.025,1853.34,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1,0,1,0,2.0,1.0,1.0,0.0,0
99,377411,87.0,118,0.0,2.0,2.0,2.0,0.5,0.0,0.1,0.0,1008.61,227.0,0.0,1.5,2.5,1.5,0.0,2.0,0.0,0.0,1,0,1,0,0.0,1.0,0.0,0.0,4
100,378565,47.5,136,0.0,5.0,2.0,5.0,0.4,0.0,0.03,0.0,709.63,723.0,0.2,0.4,8.4,1.2,0.0,2.0,0.0,3.0,1,1,1,0,0.0,0.4,0.0,0.6,4
101,379543,60.6,104,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1155.12,695.0,0.3333333333333333,1.0,2.0,1.0,0.0,3.0,0.0,0.0,1,0,1,0,0.0,1.0,0.0,0.0,4
102,380434,60.75,114,0.0,3.0,3.0,3.0,0.3333333333333333,0.0,0.0499999999999999,0.0,1070.76,795.0,0.3333333333333333,1.0,2.333333333333333,1.0,0.0,3.0,0.0,0.0,1,1,1,0,0.0,1.0,0.0,0.0,4
103,380436,90.0,107,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.1,113.25,165.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,3
104,380757,51.6,122,0.0,3.0,3.0,3.0,0.0,0.3333333333333333,0.0,0.0166666666666666,495.62,509.0,0.3333333333333333,1.0,4.666666666666667,1.0,0.0,3.0,0.0,0.0,0,1,1,0,0.0,1.0,0.0,0.0,4
105,380874,48.5,117,0.0,3.0,3.0,3.0,0.0,1.0,0.0,0.1833333333333333,840.25,535.0,0.6666666666666666,1.0,1.3333333333333333,1.0,0.0,3.0,0.0,0.0,1,0,1,0,0.0,1.0,0.0,0.0,3
106,380949,114.5,348,0.125,5.0,6.0,5.0,0.1666666666666666,0.3333333333333333,0.0,0.0249999999999999,2211.87,1150.0,0.1666666666666666,1.0,1.8,1.0,2.0,5.0,1.0,0.0,0,0,1,0,0.4,1.0,0.2,0.0,4
107,381259,89.16666666666667,97,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,719.48,68.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,1,0,0.0,1.0,0.0,0.0,4
108,381465,114.0,245,0.125,4.0,3.0,5.0,0.4,0.2,0.02,0.0,378.95,658.0,0.0,0.6,6.0,1.0,2.0,3.0,0.0,2.0,0,0,1,0,0.5,0.75,0.0,0.5,4
109,382181,75.8,106,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1073.04,416.0,0.6666666666666666,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1,0,1,0,0.0,0.6666666666666666,0.3333333333333333,0.0,4
110,382384,66.8,75,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,228.63,156.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0.0,1.0,0.0,0.0,4
111,382533,68.42857142857143,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,2
112,385689,65.0,92,0.0,4.0,3.0,4.0,0.5,0.0,0.075,0.0,1294.31,748.0,0.25,1.0,4.0,1.25,0.0,3.0,0.0,1.0,0,1,1,0,0.0,0.75,0.0,0.25,4
113,386255,55.285714285714285,65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0,1,1,0,0.0,0.0,0.0,1.0,1
114,386469,86.83333333333333,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,2
115,386914,89.5,210,0.125,2.0,3.0,2.0,0.3333333333333333,1.0,0.0,0.1,3510.83,321.0,1.6666666666666667,2.333333333333333,2.0,1.0,2.0,2.0,1.0,0.0,1,1,1,0,1.0,1.0,0.5,0.0,3
