user_id,money_spent_hotel,money_spent_flight
447951,676.0,186.41
448025,608.0,147.12
448154,1806.0,2833.6
448295,224.0,526.45
448467,4732.0,0.0
448564,1126.0,1576.77
449033,1415.0,1467.92
449326,715.0,1293.06
449619,2004.0,1046.53
449804,1067.0,1443.41
449980,11568.18,427.06
450164,2401.0,1393.51
450193,5925.0,1062.79
450305,1774.6,355.31
450615,585.0,1206.05
451291,182.0,2398.99
452034,3690.0,2600.69
452532,1424.0,1754.23
452594,4048.0,1025.88
452612,1464.1,1472.51
453143,2103.1,1704.4
453168,728.0,1326.44
454264,0.0,733.54
454430,2299.5,2499.19
454616,806.0,495.69
454661,808.0,1001.3
454920,3064.0,4485.06
454934,1175.0,1047.98
454955,804.0,481.34
456226,1504.0,2930.08
456318,302.0,347.66
456663,744.0,812.98
456671,160.0,392.49
457468,3247.0,293.53
457599,2240.16,864.86
458479,2612.0,1305.64
458688,2380.0,105.34
458762,425.0,720.72
458814,4386.0,611.88
458855,520.8,830.66
458919,160.0,1336.23
459229,4564.0,2047.13
459486,825.0,881.19
459645,1190.0,695.78
460072,917.7,335.73
460181,1899.0,212.25
460553,3853.0,513.07
460625,4784.6,877.0
461559,946.8,1155.87
461744,919.0,201.15
461791,1733.0,1295.7
462127,112.0,859.9
462456,216.0,1204.86
462894,0.0,490.43
463652,0.0,206.62
463698,960.55,782.05
463783,3605.44,917.47
463867,275.0,501.51
463910,2798.0,2640.44
464080,600.0,126.7
464160,2353.0,634.78
464239,941.0,825.05
464542,166.0,680.4
464597,6129.0,0.0
464614,2026.0,1364.73
464673,4825.0,1181.0
464782,532.0,52.17
464855,7104.0,4000.57
465138,1792.0,845.97
465343,3189.0,1709.79
465531,792.0,405.71
465568,525.6,0.0
465731,2246.0,2291.62
466205,2922.0,1349.86
466342,7760.4,0.0
466723,1171.0,1665.79
467007,5210.0,2373.27
467092,2400.0,902.06
467339,741.0,566.14
467809,549.8,1359.97
467892,5027.84,3021.19
468106,540.4,2010.38
468370,1249.0,162.4
468409,2250.0,870.79
468666,316.35,989.12
468801,945.0,1017.63
468808,1259.0,1820.93
468832,2044.0,1708.6
469237,1536.0,0.0
469440,2971.0,1032.58
469464,2105.35,1208.38
469699,705.0,94.0
469767,1319.0,1603.58
469824,2130.0,190.25
471077,858.0,1786.1
471161,279.2,1079.37
471186,218.0,1178.48
471500,3676.8,250.81
471565,1625.0,194.76
471649,96.0,0.0
471687,2506.79,1691.71
471717,810.0,764.47
471935,1234.0,1307.37
471946,282.0,0.0
472394,3045.58,377.85
472446,420.0,205.27
472614,679.0,771.72
472713,2215.0,1171.76
472785,1178.0,1011.18
472966,684.0,722.92
473332,3088.4,1727.12
473343,973.0,885.02
473402,3900.0,2593.79
473467,1131.3,1751.96
473568,271.0,524.09
473712,2854.0,1411.2
473847,836.0,564.26
474007,0.0,77.23
474120,5080.0,4191.95
474239,0.0,3376.12
474261,2852.0,63.7
474384,1204.0,1231.6
474464,1248.0,2209.82
474546,2084.0,2045.93
474951,639.0,2011.64
474980,2230.0,235.66
475060,668.0,295.48
475130,1715.6,2311.55
475467,1920.3,959.46
475531,649.0,1319.8
476081,916.0,742.72
476104,6318.0,2646.31
476124,1122.0,1224.99
476173,3315.0,0.0
476270,2148.0,627.29
476393,414.0,933.33
476436,1686.0,1198.01
476535,269.05,1792.21
476665,4819.0,2857.93
476693,787.0,2267.21
476714,2217.6,1142.92
476742,2249.1,209.8
476956,984.0,965.52
477285,513.1,632.56
477316,1029.0,1632.27
477597,591.0,1262.01
477730,4237.08,3485.71
477805,2000.0,0.0
478003,542.0,1413.54
478146,357.0,1944.81
478188,893.0,602.93
478228,1405.8,328.98
478291,140.0,802.32
478533,348.0,445.66
478585,1131.0,2967.16
478760,260.0,2532.09
478801,357.0,954.22
479071,1800.0,1388.6
479078,870.0,680.86
479101,135.85,128.63
479254,1203.0,768.25
479524,1731.6,3376.12
480313,793.0,556.27
480331,1490.0,618.59
480690,2479.3,838.66
480796,1106.0,1581.21
480877,1499.0,1079.89
480895,2592.0,3787.11
481050,936.0,365.63
481245,896.0,693.14
481292,315.0,1643.14
481358,0.0,9.27
481554,2997.0,4576.63
481622,4325.8,1254.92
481772,6756.0,84.93
482264,2522.8,835.13
482335,228.0,0.0
482424,2066.0,1232.67
482548,1608.0,4031.64
482602,490.0,1225.98
482621,2334.0,1287.2
482630,266.0,652.38
482744,1076.3,1161.35
482811,0.0,3376.12
483224,927.0,1005.94
483237,4184.0,1071.37
483345,2478.86,1775.71
483480,2390.1,657.83
483483,387.0,275.81
483525,306.0,360.81
483603,1257.0,1354.0
483928,1463.0,1375.93
483982,1205.0,513.73
484249,7720.08,1244.69
484342,0.0,700.2
484418,1057.0,1312.46
484987,1937.0,1131.53
485149,889.0,797.83
485260,935.6,650.96
485393,6318.0,3376.12
485505,1110.0,300.73
485544,5964.0,5876.84
485591,3778.7,1276.79
485658,435.0,1699.98
485780,4808.93,494.6
485785,1256.0,1664.63
485891,19808.4,227.86
485894,5935.3,666.96
486046,1056.0,0.0
486113,286.0,620.28
486191,1872.0,0.0
486261,702.0,1168.93
486270,1913.0,1126.01
486366,2241.0,686.38
486447,0.0,1088.82
486454,411.0,886.87
486605,716.0,278.32
486671,3100.0,2779.48
486751,2387.6,3548.51
486823,1065.36,2375.07
487002,714.0,163.15
487036,0.0,285.5
487040,1623.0,1059.22
487101,1062.2,1916.05
487276,2070.0,1187.51
487352,995.4,295.39
487453,6252.5,2169.59
487637,714.8,684.21
487680,3075.0,2746.87
487715,914.3,4279.06
487858,1570.0,959.7
487954,5268.0,2164.16
488009,464.0,119.46
488246,1586.5,0.0
488314,1433.36,2290.79
488410,498.0,590.87
488430,0.0,3376.12
488462,1142.6,631.81
488480,960.0,1670.53
488511,6370.0,796.73
488529,1911.6,1922.29
488672,3245.5,1053.3
488827,709.6,1111.39
488865,788.0,575.1
488870,5282.0,1379.49
488918,3366.4,3392.06
488974,264.0,452.85
489096,321.0,2219.48
489575,951.0,929.27
489635,1156.0,2284.68
489661,1320.0,0.0
489730,522.0,1480.08
489785,1894.4,542.01
489802,600.0,344.32
489844,1448.85,1072.05
489852,2541.0,690.03
489949,1209.0,5676.8
489953,4496.05,2567.32
489992,3005.15,1214.26
490040,2153.0,2722.34
490107,1613.8,1405.93
490133,3946.2,1100.31
490201,355.4,735.65
490348,526.0,410.54
490358,585.0,1074.32
490517,434.0,567.36
490576,612.4,636.62
490608,407.0,1324.8
490629,2062.0,541.61
490671,2527.0,496.77
491003,124.0,332.85
491124,6666.0,688.08
491141,4479.0,1483.23
491175,1545.0,1417.23
491182,1058.0,1572.5
491241,1258.0,1712.43
491266,1160.0,1699.26
491559,583.0,1414.91
491597,516.0,749.09
491617,4151.0,1960.46
491706,1028.0,1114.45
491772,1552.8,1687.91
491925,3317.0,2331.87
491930,1095.0,1122.37
491995,3496.0,0.0
492209,743.6,1685.43
492211,780.0,140.85
492287,2542.0,1888.69
492371,365.0,745.46
492497,0.0,3376.12
492999,281.0,646.3
493177,4766.9,802.39
493409,3743.0,1204.09
493476,309.0,125.62
493718,6056.81,2448.66
494294,1713.0,2025.33
494374,345.0,681.94
494382,2707.0,902.62
494463,351.0,965.41
494484,5388.6,898.76
494590,4524.62,595.0
494630,384.0,0.0
494680,1556.6,1061.26
494704,2081.0,1505.88
494985,3359.86,1993.71
495029,1323.6,1207.74
495042,2840.7,2142.38
495080,291.75,224.01
495272,1669.4,695.81
495273,5383.5,2113.37
495386,993.6,888.85
495482,3634.1,1370.12
495603,4385.0,1201.55
495727,4053.0,2934.17
496016,1583.7,894.64
496273,1359.4,1363.57
496286,1062.0,2526.37
496332,4625.93,1474.88
496382,1848.0,749.05
496408,1508.93,2064.51
496566,4218.37,1189.79
496899,1416.0,911.11
496972,500.0,872.93
497042,907.0,1953.23
497077,6638.4,4183.75
497108,200.0,821.66
497225,3058.0,1547.17
497475,340.0,3003.88
497615,3438.0,500.28
497678,568.8,727.98
497680,742.0,683.69
497829,538.7,1080.83
497915,1372.68,1313.58
498154,316.0,753.29
498199,1144.0,494.72
498287,1442.0,2943.74
498298,4832.0,298.05
498357,3011.52,2270.51
498363,636.0,244.06
498500,1261.4,1191.41
498574,2213.0,646.96
498607,345.0,1122.04
498665,2329.0,1652.5
498857,577.0,1152.4
498931,2695.0,250.57
499028,1130.0,413.31
499038,4076.0,1187.5
499252,780.0,205.4
499313,700.0,100.12
499366,2118.0,2595.67
499375,2011.4,2485.13
499379,648.0,499.23
499461,1087.0,325.46
499475,1049.0,570.01
499633,1550.3,1178.85
499634,180.0,161.83
499659,2289.6,0.0
499669,572.0,168.98
499751,3405.0,1468.93
499810,2715.0,768.96
499847,1865.0,984.28
499969,351.0,0.0
499979,1489.3,3293.25
499990,1533.0,2758.93
500078,529.0,327.78
500196,407.0,1350.17
500243,234.0,150.6
500257,393.4,698.54
500299,360.0,0.0
500493,6394.02,895.1
500532,566.0,0.0
500646,3219.2,228.82
500745,1921.4,848.31
500773,4216.8,968.4
500791,765.0,0.0
500828,500.0,1245.51
500972,1107.0,2422.26
500974,1930.0,2749.95
501087,1186.0,735.27
501125,1052.93,408.0
501184,7196.0,1788.19
501322,2363.3,1820.97
501344,0.0,95.59
501436,11963.0,2381.43
501512,243.0,831.95
501708,0.0,3376.12
501735,258.0,969.08
501764,1139.0,563.37
501794,1781.0,752.45
501817,3984.0,1201.68
501830,2712.0,422.97
501897,936.0,0.0
501947,1749.79,1307.79
502063,210.0,690.73
502145,1651.0,2894.91
502210,2660.0,1099.51
502212,92.0,608.05
502353,6017.0,4846.17
502412,842.0,778.64
502435,645.0,693.97
502444,1950.0,1533.6
502609,1172.0,929.74
502626,811.0,521.23
502799,1581.0,1006.24
502826,0.0,1179.94
502847,2070.0,1081.89
502875,430.0,1348.18
503042,160.5,181.51
503058,847.0,796.03
503126,2592.0,0.0
503277,1252.65,1591.49
503342,2082.0,961.32
503418,2874.0,1422.94
503621,1741.0,416.13
503760,7242.0,2036.84
503928,1419.0,482.14
503945,1038.0,2031.91
503973,1375.0,412.86
504081,222.0,989.18
504133,5251.51,1621.87
504240,1395.0,2907.09
504299,799.0,1512.5
504320,413.25,686.78
504371,4026.0,3832.19
504435,3067.2,2094.76
504473,398.0,532.99
504610,372.0,302.63
504665,1404.0,518.02
504669,406.0,1179.3
504786,3230.35,245.1
504859,2420.0,234.11
504892,7245.6,534.06
504916,856.0,916.0
504936,3149.8,1176.37
504945,1343.4,1313.59
505062,1161.25,1371.25
505066,816.0,0.0
505172,9504.0,3820.86
505230,2538.0,620.11
505285,2111.15,1142.86
505289,274.0,641.48
505358,2028.0,817.19
505414,1691.0,712.25
505498,608.0,558.94
505617,1513.86,1428.18
505667,1671.0,1025.94
505680,1599.0,1380.43
505713,1408.0,1071.2
505747,1383.0,887.25
505771,501.0,1977.98
505854,4096.86,1356.95
505916,8752.8,1569.28
505933,1882.5,831.65
505941,1192.0,380.19
506013,526.85,2188.66
506130,2155.0,2693.65
506186,981.0,779.75
506234,1132.0,1129.66
506250,511.0,742.6
506427,2398.0,763.38
506611,1949.0,133.21
506652,0.0,730.94
506675,1946.5,1430.6
506704,270.0,1295.83
506777,700.0,228.36
506807,990.86,1713.72
506828,816.0,458.03
506837,5484.44,809.97
506858,0.0,1944.2
507036,895.0,181.34
507133,4620.0,1345.8
507207,5140.0,0.0
507273,377.0,1572.97
507376,505.0,1274.53
507395,1997.1,831.66
507431,1058.2,1768.66
507435,1878.0,1312.45
507505,5308.23,749.2
507531,1742.0,0.0
507557,468.0,53.13
507573,578.0,694.7
507617,673.7,1018.19
507728,424.0,465.57
507732,2964.0,802.56
507753,1704.0,188.11
507759,664.0,716.55
507773,854.0,884.02
507805,26518.98,5129.23
508050,2618.4,1596.16
508096,801.0,987.21
508144,928.0,834.96
508153,94.0,2056.97
508240,539.0,348.88
508360,798.0,826.61
508367,469.0,1439.04
508497,1982.0,356.24
508512,968.0,0.0
508546,422.0,896.5
508625,5312.0,3196.22
508693,1038.3,1447.98
508713,246.5,592.37
508731,6541.0,781.22
508829,4738.0,4380.14
508848,1293.0,345.53
508849,4909.86,2129.09
508856,0.0,2968.82
508857,2312.0,2432.99
508860,749.2,171.02
508866,3119.0,1628.53
508877,2456.0,3561.05
508891,0.0,675.01
508892,1981.0,1130.85
508901,157.0,762.09
508912,464.0,1041.29
508917,972.0,699.81
508923,949.0,3329.07
508938,1144.0,696.03
508940,2321.0,1741.71
508944,302.0,1018.96
508946,1164.0,1043.05
508973,288.0,1291.11
509024,2035.0,97.2
509036,111.0,985.67
509052,0.0,480.01
509061,1016.8,1856.18
509069,574.0,1298.76
509098,364.8,1699.07
509115,7240.0,3827.3
509119,1676.0,1461.19
509157,1788.0,546.02
509160,380.0,845.89
509162,8600.0,0.0
509202,319.0,303.72
509221,2156.0,490.17
509242,424.0,1097.34
509272,873.0,0.0
509278,2940.0,3263.09
509282,1648.0,1770.33
509302,615.0,127.71
509316,1032.0,1374.29
509324,1887.8,1386.91
509341,402.0,937.87
509346,489.0,478.61
509353,1632.0,668.68
509354,4015.0,438.97
509359,2735.8,2655.64
509411,192.4,1824.14
509413,444.93,1186.27
509414,450.0,642.01
509419,659.0,1779.06
509421,1119.1,2383.71
509435,2773.86,1068.64
509445,2535.0,1702.66
509453,775.0,891.35
509454,8538.0,559.49
509459,4449.3,444.68
509467,7042.0,1819.11
509498,7651.0,1375.6
509515,2802.0,297.45
509516,854.1,1220.51
509530,3182.0,3200.55
509552,2125.0,697.33
509598,1653.0,943.77
509603,4736.25,145.43
509626,1411.6,1528.02
509635,297.0,1034.5
509638,0.0,207.08
509645,2582.4,1407.78
509681,4856.0,1034.6
509712,1434.0,1070.83
509713,4311.5,1035.57
509717,1431.0,2012.91
509749,2353.85,1596.93
509763,2086.6,3676.46
509765,452.0,2814.01
509781,1719.0,354.88
509822,1324.0,944.14
509826,216.0,215.25
509841,1031.0,2511.36
509892,910.0,0.0
509903,2765.86,2273.41
509919,2138.0,1264.7
509933,5077.0,509.52
509969,379.2,0.0
509990,64.0,339.03
510003,504.0,650.5
510022,830.93,1090.27
510044,1038.0,1563.93
510048,1720.0,662.93
510061,1818.0,1793.88
510067,4188.0,1207.0
510070,6228.2,700.88
510078,1252.0,587.86
510079,0.0,406.43
510081,2711.0,690.01
510090,88.0,446.33
510093,2925.0,1969.06
510094,1179.0,5.35
510104,538.0,1170.21
510108,2675.0,1167.38
510112,1422.0,398.55
510114,4571.0,1681.65
510134,5658.2,494.15
510155,7710.0,993.67
510156,4311.0,3223.1
510163,5788.0,1316.15
510164,1657.0,728.1
510170,1639.9,932.57
510172,974.0,1148.46
510179,2717.0,3797.59
510185,7456.1,1072.65
510188,10530.0,4544.69
510195,3163.72,863.7
510198,1499.2,1164.14
510213,1775.0,481.18
510215,2065.8,256.62
510219,1128.0,1057.56
510227,346.0,618.52
510238,1351.86,2627.53
510239,3900.12,23.55
510243,965.0,433.34
510257,0.0,1596.22
510270,0.0,786.29
510315,231.0,152.36
510316,2057.0,0.0
510326,3978.0,1552.28
510328,854.8,1179.38
510343,2482.2,1891.55
510356,987.0,545.35
510365,6670.0,2149.02
510369,1578.0,1399.66
510379,303.0,0.0
510393,792.0,404.58
510423,938.7,105.21
510449,498.0,635.83
510452,4086.4,1032.8
510459,1527.0,824.64
510490,616.0,0.0
510494,1061.0,1849.82
510511,1523.0,309.71
510533,672.0,245.45
510537,2414.2,2886.32
510545,1710.0,0.0
510558,114.0,3398.4
510570,4356.0,853.04
510571,9330.0,1688.06
510580,1401.0,787.28
510582,2615.5,33.15
510585,3107.0,1134.86
510586,1763.0,2187.74
510610,683.4,523.74
510618,1599.2,549.78
510676,248.0,872.09
510686,4975.0,983.9
510694,921.6,3803.91
510700,6274.0,865.9
510707,700.0,257.98
510719,1746.0,0.0
510733,183.6,746.76
510754,1258.0,1065.45
510779,934.0,2466.13
510805,938.0,388.86
510815,4163.0,1399.71
510822,4191.05,1397.48
510836,904.0,1141.82
510841,2785.6,4980.94
510890,1328.6,1254.73
510899,1364.0,323.46
510944,680.53,1652.91
510946,6826.0,2165.65
510953,0.0,1341.9
510960,574.0,694.26
510961,1494.0,1142.64
510972,1976.79,1082.25
511017,177.0,511.25
511055,754.0,584.08
511066,889.0,982.75
511093,874.6,413.74
511122,746.0,170.99
511125,375.0,1045.12
511126,3564.1,2326.25
511140,2489.8,657.66
511142,2102.0,696.25
511145,4699.7,25.91
511148,1627.0,1300.85
511160,606.0,1187.33
511178,922.0,1196.36
511195,1802.0,573.78
511208,6609.44,1091.32
511219,412.0,0.0
511223,14254.8,1051.0
511260,2450.0,720.0
511298,2082.4,797.11
511314,2868.0,1914.9
511326,1101.0,1229.88
511328,1199.2,407.38
511331,1387.01,6579.52
511364,944.0,1450.89
511377,3103.58,0.0
511379,643.0,680.17
511397,2627.0,2006.35
511398,2972.79,1959.45
511399,390.0,1320.71
511418,460.8,1289.18
511424,2887.0,375.26
511433,1737.6,2008.35
511440,1057.0,620.33
511455,322.0,1546.38
511469,918.0,711.57
511489,3046.6,1052.13
511502,4327.0,614.47
511504,1179.0,1519.61
511535,906.6,1031.58
511542,1150.0,2952.39
511549,516.0,183.91
511552,0.0,884.78
511554,853.0,876.11
511560,1848.0,1702.91
511567,723.0,1030.46
511568,0.0,1229.22
511570,5586.79,1306.07
511577,0.0,975.07
511578,4355.0,1716.61
511587,211.0,782.58
511589,307.8,0.0
511608,1254.0,0.0
511609,2382.19,946.63
511613,1186.0,1110.4
511638,2411.0,796.47
511665,2332.0,1803.98
511666,2817.4,399.95
511677,3767.5,2436.86
511680,3557.0,933.99
511697,1775.9,760.57
511712,1598.8,1024.55
511726,1269.0,175.98
511739,5460.0,1701.52
511762,4294.0,1817.22
511764,668.0,613.96
511772,1609.75,1002.03
511778,2766.5,1227.21
511783,1226.4,542.92
511784,2220.0,3122.91
511800,6636.0,3563.04
511803,5118.78,2391.77
511805,2341.0,1569.67
511809,1015.0,814.98
511811,627.3,1292.85
511827,2360.0,549.4
511851,1391.0,335.39
511859,6300.2,455.95
511860,836.0,825.52
511862,997.25,1569.61
511884,1623.0,1665.77
511902,1146.2,1102.55
511910,774.0,0.0
511916,212.0,694.2
511923,838.0,752.68
511936,1157.0,913.28
511943,4711.8,223.11
511977,300.0,3631.88
511996,339.8,440.84
511998,268.0,725.4
512009,1149.0,1341.06
512010,1785.6,832.51
512016,3952.0,322.26
512024,2421.0,1688.06
512028,59.0,764.29
512060,1593.0,865.06
512063,624.0,625.36
512069,3912.2,2564.33
512078,582.0,718.46
512099,1135.9,1938.92
512103,502.0,3446.94
512147,2987.0,2457.46
512148,372.0,0.0
512163,1572.0,457.6
512173,5694.4,3607.04
512190,3024.0,0.0
512193,336.0,354.05
512197,2478.0,1293.25
512201,1961.2,2073.76
512204,2107.5,1351.71
512243,1983.0,722.17
512266,1496.0,643.42
512271,2828.0,3297.62
512283,896.0,1089.49
512289,812.0,930.58
512294,1302.0,1996.96
512295,1272.2,2137.75
512301,1079.6,1194.01
512302,556.8,533.57
512303,1801.65,1586.63
512305,1756.0,0.0
512322,1590.0,2334.93
512329,1726.2,898.37
512362,523.0,857.32
512377,5235.3,321.6
512392,1098.0,863.74
512402,188.0,607.78
512416,2480.0,0.0
512418,5970.0,1632.96
512419,3586.0,1159.17
512440,2679.93,642.86
512443,652.8,340.94
512447,1656.0,1266.04
512463,1042.0,2141.29
512495,6016.0,705.61
512536,1094.0,973.24
512552,322.0,730.06
512556,8691.0,2303.55
512558,1937.4,2003.54
512587,367.0,1191.93
512589,560.0,732.67
512596,2399.0,1470.04
512598,2066.0,1354.77
512610,1203.0,2512.07
512628,2232.0,1210.25
512631,364.35,1184.63
512655,693.55,1033.43
512671,1445.0,1481.51
512677,0.0,209.71
512680,462.0,585.09
512691,397.4,1213.17
512693,1724.0,730.22
512695,566.0,1257.54
512696,9131.0,726.92
512704,0.0,381.0
512706,5167.8,1722.59
512780,3192.0,765.83
512786,3221.0,1451.7
512787,942.0,1739.85
512791,644.0,1118.4
512801,1232.0,3756.45
512826,393.0,1917.11
512831,1107.0,2149.2
512835,6171.6,3320.14
512846,736.5,1440.28
512848,601.5,522.18
512880,405.0,378.41
512887,1303.0,1261.3
512888,4397.0,682.05
512900,4537.2,355.41
512904,5981.0,1630.8
512922,0.0,679.28
512928,5070.0,3207.31
512943,1331.0,1641.75
512945,2783.0,964.75
512974,1529.8,881.34
512976,7604.0,3852.71
512984,1286.0,1012.95
512999,503.0,1543.25
513004,2109.0,1573.85
513005,175.5,15.81
513006,1011.6,1328.77
513026,3173.0,663.76
513030,2161.0,606.83
513031,2990.0,700.8
513058,1787.0,1926.31
513089,2220.6,215.62
513090,65.0,1074.72
513093,10977.1,695.82
513096,368.0,1047.79
513103,1147.0,1804.33
513126,1674.93,1514.41
513164,400.0,309.77
513216,1567.0,1096.25
513220,4036.65,1212.72
513221,1092.0,747.21
513227,995.0,1023.9
513233,2640.7,734.81
513236,7429.0,3171.21
513237,1470.0,588.8
513242,1068.0,874.69
513259,2993.58,1273.15
513289,874.0,189.31
513296,2537.0,1027.75
513317,0.0,70.18
513322,594.0,1703.66
513338,649.0,1010.93
513339,1180.0,606.86
513345,1385.2,0.0
513347,258.0,322.08
513366,2600.1,808.87
513381,458.4,1299.39
513387,5283.0,742.54
513397,1463.2,1450.73
513402,0.0,584.21
513408,2084.79,1637.28
513422,106.0,573.43
513438,5339.16,348.1
513441,0.0,1964.94
513495,5536.0,344.89
513497,984.65,673.96
513509,0.0,598.77
513543,622.0,1110.58
513555,2426.0,2282.68
513568,1796.0,1185.97
513569,139.4,628.7
513582,384.0,2041.54
513611,5193.5,786.44
513613,2124.8,669.94
513620,2344.0,203.42
513625,660.0,2441.54
513627,1556.0,654.97
513628,1376.0,1274.98
513638,4227.0,2706.45
513659,1157.0,2152.75
513661,4720.0,0.0
513683,1291.0,783.87
513714,0.0,248.43
513721,2445.0,1454.58
