user_id,session_duration,total_page_clicks,num_trips,num_flights,num_hotels,flight_discount,hotel_discount,base_fare_usd,hotel_price_per_room_night_usd,checked_bags,seats,nights,rooms,rebooking_ratio,co_booking_ratio,flight_only_ratio,hotel_only_ratio,dollars_saved_per_km
226367,52.0,114,3.0,3.0,3.0,0.3333333333333333,0.0,889.2099999999999,759.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,1.0,0.0,0.0,0.0001491281534771
228195,95.77777777777776,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228872,84.8,126,2.0,1.0,2.0,0.0,0.0,509.21,188.0,0.5,0.5,6.5,1.0,0.0,0.5,0.0,0.5,0.0
229009,110.0,144,3.0,4.0,3.0,0.25,0.25,4437.75,299.0,0.25,1.0,1.5,1.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0
229108,73.25,237,1.0,2.0,1.0,0.5,0.5,877.22,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
229330,88.4,129,4.0,4.0,4.0,0.0,0.0,1548.11,837.0,0.25,1.75,1.5,1.75,0.0,1.0,0.0,0.0,0.0
232647,85.5,100,2.0,1.0,1.0,0.0,0.0,237.1,213.0,0.5,0.5,11.0,1.0,0.0,0.0,0.5,0.5,0.0
249521,137.66666666666666,151,2.0,1.0,2.0,0.0,0.5,642.02,283.0,0.5,0.5,1.5,1.0,0.0,0.5,0.0,0.5,0.0
252835,56.66666666666666,117,5.0,5.0,4.0,0.2,0.0,1676.55,531.0,0.6,1.0,2.75,1.0,0.0,0.8,0.2,0.0,0.0009432347398451
258451,42.5,161,1.0,1.0,2.0,0.5,0.5,0.0,356.0,0.0,0.0,13.0,1.0,2.0,1.0,0.0,1.0,0.0
264470,92.75,118,2.0,2.0,2.0,0.5,0.0,873.02,400.0,0.5,1.0,4.5,1.0,0.0,1.0,0.0,0.0,0.0014994935203901
276512,76.28571428571429,98,1.0,1.0,1.0,0.0,0.0,395.69,100.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
281952,134.66666666666666,158,2.0,2.0,2.0,0.0,0.5,684.72,263.0,1.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
283325,104.57142857142856,114,2.0,1.0,2.0,0.5,0.0,453.27,638.9300000000003,0.0,0.5,3.0,1.5,0.0,0.5,0.0,0.5,0.0038533162417537
290123,83.0,190,7.0,7.0,6.0,0.0,0.0,4647.96,1440.0,0.7142857142857143,1.5714285714285714,2.1666666666666665,1.6666666666666667,0.0,0.8571428571428571,0.1428571428571428,0.0,0.0
297546,171.66666666666666,207,5.0,4.0,5.0,0.0,0.2,1660.72,530.0,0.6,1.2,5.2,1.4,0.0,0.8,0.0,0.2,0.0
298253,89.33333333333333,98,1.0,1.0,0.0,0.0,0.0,712.42,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
299476,134.8,187,1.0,1.0,1.0,0.0,0.0,192.38,71.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
306165,82.5,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306819,68.6,289,2.0,3.0,3.0,0.3333333333333333,0.3333333333333333,270.16,896.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0
312488,60.285714285714285,76,1.0,1.0,1.0,0.0,0.0,407.1,299.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
313724,99.0,344,5.0,5.0,6.0,0.1666666666666666,0.1666666666666666,1911.3,1101.0,0.6666666666666666,1.0,3.0,1.3333333333333333,0.4,1.0,0.0,0.2,0.0
316527,91.5,139,4.0,4.0,4.0,0.0,0.25,1739.89,1080.9300000000003,0.25,1.25,3.0,1.25,0.0,1.0,0.0,0.0,0.0
317688,100.33333333333331,133,4.0,4.0,4.0,0.0,0.25,1238.74,673.0,0.5,1.0,1.25,1.0,0.0,1.0,0.0,0.0,0.0
322867,50.85714285714285,82,1.0,1.0,1.0,0.0,0.0,173.04,189.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0
324191,62.4,86,2.0,2.0,2.0,0.0,0.0,99.74,530.9300000000003,0.5,1.5,4.5,1.5,0.0,1.0,0.0,0.0,0.0
328590,73.0,315,3.0,4.0,3.0,0.25,0.75,3656.61,310.0,0.25,1.5,4.5,2.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0
330764,67.5,291,3.0,2.0,3.0,0.25,0.5,751.04,259.0,0.5,1.5,4.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0
330893,71.6,133,3.0,3.0,3.0,0.0,0.0,861.61,414.0,0.6666666666666666,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
331039,141.0,198,1.0,2.0,2.0,0.5,1.0,3376.12,418.0,2.0,3.0,8.0,2.0,2.0,2.0,0.0,0.0,0.0
334787,85.66666666666667,119,3.0,3.0,3.0,0.3333333333333333,0.0,758.17,507.0,0.6666666666666666,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0002044792057115
337227,77.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338086,110.66666666666669,137,2.0,2.0,2.0,0.0,0.5,981.69,126.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
340166,83.66666666666667,88,1.0,0.0,1.0,0.0,0.0,0.0,237.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
343928,89.8,122,2.0,2.0,1.0,0.5,0.0,2129.28,116.0,0.5,1.5,3.0,1.0,0.0,0.5,0.5,0.0,0.0338938688169629
347778,82.4,162,5.0,5.0,4.0,0.0,0.0,3187.55,907.0,1.0,1.4,2.25,1.5,0.0,0.8,0.2,0.0,0.0
348817,46.0,125,4.0,3.0,4.0,0.0,0.0,1374.62,930.9300000000004,0.5,0.75,2.25,1.0,0.0,0.75,0.0,0.25,0.0
348863,74.57142857142857,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349132,82.16666666666667,133,3.0,2.0,3.0,0.0,0.3333333333333333,721.06,581.0,0.3333333333333333,1.3333333333333333,4.666666666666667,1.6666666666666667,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
350648,132.83333333333334,296,1.0,2.0,2.0,0.5,0.5,424.36,370.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0
353271,75.6,84,1.0,1.0,1.0,0.0,0.0,408.4,136.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
353694,71.6,100,2.0,2.0,2.0,0.0,0.0,461.37,248.0,0.5,1.5,4.5,1.5,0.0,1.0,0.0,0.0,0.0
354050,95.66666666666669,172,5.0,5.0,5.0,0.2,0.2,1957.88,1052.0,0.2,1.2,2.2,1.2,0.0,1.0,0.0,0.0,0.0003454371834259
354260,105.0,116,2.0,2.0,1.0,0.0,0.0,1165.01,260.0,1.0,1.0,2.0,1.0,0.0,0.5,0.5,0.0,0.0
354311,78.8,98,2.0,2.0,1.0,0.0,0.0,1072.89,97.0,0.5,1.0,3.0,1.0,0.0,0.5,0.5,0.0,0.0
354950,97.83333333333331,100,1.0,1.0,1.0,0.0,0.0,460.54,127.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0
356046,76.5,101,2.0,2.0,2.0,0.0,0.0,783.81,195.0,0.0,1.5,2.0,1.5,0.0,1.0,0.0,0.0,0.0
357737,41.5,323,5.0,5.0,6.0,0.1666666666666666,0.5,2176.9,1027.0,0.3333333333333333,0.8333333333333334,3.333333333333333,1.0,0.4,1.0,0.0,0.2,0.0
359072,64.0,318,3.0,4.0,4.0,0.25,0.25,790.47,492.0,0.25,1.0,2.25,1.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0
359080,32.0,126,4.0,4.0,2.0,0.0,0.25,3070.27,677.0,1.0,1.25,2.0,1.0,0.0,0.5,0.5,0.0,0.0
359653,98.6,127,2.0,2.0,2.0,0.0,0.5,784.33,430.0,1.0,1.0,1.5,1.0,0.0,1.0,0.0,0.0,0.0
361459,40.16666666666666,59,1.0,1.0,1.0,0.0,0.0,393.91,165.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
361759,39.2,139,4.0,4.0,3.0,0.0,0.25,1660.59,239.0,0.5,1.0,0.6666666666666666,1.0,0.0,0.75,0.25,0.0,0.0
363535,41.0,248,3.0,4.0,4.0,0.5,0.25,1328.15,740.0,0.75,1.25,2.75,1.25,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0013364507992148
365825,109.0,271,2.0,2.0,3.0,0.3333333333333333,0.3333333333333333,64.63,541.0,0.3333333333333333,0.3333333333333333,6.0,1.6666666666666667,1.0,1.0,0.0,0.5,0.0
371201,96.33333333333331,105,1.0,1.0,0.0,0.0,0.0,199.47,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
372970,49.833333333333336,101,2.0,2.0,2.0,0.0,0.0,1293.3000000000002,408.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0
373489,82.375,118,1.0,1.0,1.0,1.0,0.0,1688.06,51.0,2.0,3.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0955387863048593
374331,51.0,254,2.0,2.0,2.0,0.3333333333333333,0.3333333333333333,472.52,280.0,0.6666666666666666,0.6666666666666666,12.0,2.0,1.0,0.5,0.5,0.5,0.0
374340,53.57142857142857,78,1.0,1.0,0.0,0.0,1.0,1688.06,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
374341,100.75,105,3.0,0.0,3.0,0.0,0.0,0.0,457.0,0.0,0.0,7.333333333333333,2.0,0.0,0.0,0.0,1.0,0.0
375160,35.285714285714285,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375729,75.0,142,3.0,3.0,3.0,0.6666666666666666,0.0,1032.16,547.9300000000003,0.3333333333333333,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0029853372577308
375751,153.2,192,3.0,3.0,2.0,0.0,0.0,707.56,333.0,0.3333333333333333,1.0,3.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
376159,68.66666666666667,102,2.0,1.0,2.0,0.0,0.0,367.24,255.0,0.5,0.5,3.0,1.0,0.0,0.5,0.0,0.5,0.0
377069,32.8,177,1.0,2.0,1.0,0.5,1.0,1853.34,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
377411,87.0,118,2.0,2.0,2.0,0.5,0.0,1008.61,227.0,0.0,1.5,2.5,1.5,0.0,1.0,0.0,0.0,0.0007006568715242
378565,47.5,136,5.0,2.0,5.0,0.4,0.0,709.63,723.0,0.2,0.4,8.4,1.2,0.0,0.4,0.0,0.6,0.0007266591612769
379543,60.6,104,3.0,3.0,3.0,0.0,0.0,1155.12,695.0,0.3333333333333333,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
380434,60.75,114,3.0,3.0,3.0,0.3333333333333333,0.0,1070.76,795.0,0.3333333333333333,1.0,2.333333333333333,1.0,0.0,1.0,0.0,0.0,0.0014065060254437
380436,90.0,107,1.0,1.0,1.0,0.0,1.0,113.25,165.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
380757,51.6,122,3.0,3.0,3.0,0.0,0.3333333333333333,495.62,509.0,0.3333333333333333,1.0,4.666666666666667,1.0,0.0,1.0,0.0,0.0,0.0
380874,48.5,117,3.0,3.0,3.0,0.0,1.0,840.25,535.0,0.6666666666666666,1.0,1.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.0
380949,114.5,348,5.0,6.0,5.0,0.1666666666666666,0.3333333333333333,2211.87,1150.0,0.1666666666666666,1.0,1.8,1.0,0.4,1.0,0.2,0.0,0.0
381259,89.16666666666667,97,1.0,1.0,1.0,0.0,0.0,719.48,68.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
381465,114.0,245,4.0,3.0,5.0,0.4,0.2,378.95,658.0,0.0,0.6,6.0,1.0,0.5,0.75,0.0,0.5,0.0
382181,75.8,106,3.0,3.0,2.0,0.0,0.0,1073.04,416.0,0.6666666666666666,1.0,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
382384,66.8,75,1.0,1.0,1.0,0.0,0.0,228.63,156.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
382533,68.42857142857143,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385689,65.0,92,4.0,3.0,4.0,0.5,0.0,1294.31,748.0,0.25,1.0,4.0,1.25,0.0,0.75,0.0,0.25,0.0015436477245425
386255,55.285714285714285,65,1.0,0.0,1.0,0.0,0.0,0.0,268.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0
386469,86.83333333333333,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386914,89.5,210,2.0,3.0,2.0,0.3333333333333333,1.0,3510.83,321.0,1.6666666666666667,2.333333333333333,2.0,1.0,1.0,1.0,0.5,0.0,0.0
387282,84.16666666666667,87,1.0,0.0,1.0,0.0,1.0,0.0,330.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0
387783,57.25,87,3.0,1.0,3.0,0.0,0.0,431.26,566.0,0.0,0.3333333333333333,4.666666666666667,1.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
388328,83.33333333333333,135,5.0,3.0,5.0,0.2,0.2,1240.7,828.0,0.6,0.6,4.6,1.0,0.0,0.6,0.0,0.4,0.0
388767,38.25,104,1.0,1.0,1.0,0.0,0.0,372.34,189.0,1.0,1.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0
388947,39.75,112,3.0,3.0,2.0,0.3333333333333333,0.3333333333333333,1304.09,342.0,0.6666666666666666,1.0,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0022294163300633
389434,100.66666666666669,332,5.0,6.0,6.0,0.3333333333333333,0.1666666666666666,2768.63,896.0,0.5,1.0,1.3333333333333333,1.0,0.4,1.2,0.0,0.0,0.0015564991593628
389662,30.0,146,3.0,2.0,3.0,0.3333333333333333,0.0,660.1800000000001,519.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0008693314705506
389759,48.75,156,3.0,3.0,3.0,0.3333333333333333,0.0,3175.69,560.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,1.0,0.0,0.0,0.0017722546523436
390811,56.6,132,3.0,3.0,3.0,0.0,0.0,1099.02,402.0,0.6666666666666666,1.0,3.333333333333333,1.0,0.0,1.0,0.0,0.0,0.0
392453,63.16666666666666,78,1.0,1.0,1.0,1.0,0.0,393.98,106.0,1.0,1.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0011622965859372
395202,72.0,71,1.0,0.0,1.0,0.0,0.0,0.0,228.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0
395981,49.0,101,3.0,3.0,3.0,0.3333333333333333,0.0,2014.92,1022.9300000000004,1.0,1.3333333333333333,1.0,1.3333333333333333,0.0,1.0,0.0,0.0,0.0054049053125569
396552,36.0,109,4.0,4.0,4.0,0.0,0.0,824.85,699.0,0.5,1.0,0.75,1.0,0.0,1.0,0.0,0.0,0.0
399137,105.0,155,4.0,2.0,4.0,0.25,0.0,831.47,784.0,0.5,0.5,3.75,1.5,0.0,0.5,0.0,0.5,0.0
399218,80.8,121,2.0,2.0,1.0,0.0,0.0,487.9,123.0,0.5,1.0,2.0,1.0,0.0,0.5,0.5,0.0,0.0
399799,60.25,126,4.0,4.0,4.0,0.0,0.0,1361.2,365.0,0.5,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
400275,40.333333333333336,99,2.0,2.0,1.0,1.0,0.0,1073.05,263.0,0.5,1.0,4.0,1.0,0.0,0.5,0.5,0.0,0.0080253164824324
400582,71.75,125,4.0,3.0,4.0,0.25,0.0,646.89,1082.0,0.0,0.75,2.25,1.0,0.0,0.75,0.0,0.25,0.0005350390606164
400899,185.8,255,3.0,3.0,3.0,0.0,0.0,1092.01,590.0,0.6666666666666666,1.3333333333333333,3.333333333333333,1.3333333333333333,0.0,1.0,0.0,0.0,0.0
401245,76.0,120,3.0,3.0,2.0,0.3333333333333333,0.0,951.8,254.0,0.0,1.0,3.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0007064450511701
402332,121.5,137,2.0,2.0,2.0,0.5,1.0,860.9,278.0,0.0,1.5,0.5,1.5,0.0,1.0,0.0,0.0,0.0034894130561844
402978,28.0,115,4.0,4.0,4.0,0.25,0.0,1413.04,543.0,0.75,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0005876072145394
403881,64.75,133,4.0,4.0,4.0,0.0,0.0,2971.67,584.0,0.75,1.5,2.5,1.5,0.0,1.0,0.0,0.0,0.0
404879,56.0,127,4.0,4.0,3.0,0.0,0.0,1046.88,739.0,0.5,1.25,3.333333333333333,1.3333333333333333,0.0,0.75,0.25,0.0,0.0
405305,92.5,139,3.0,3.0,3.0,0.0,0.0,1615.6,661.9300000000003,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.0,1.0,0.0,0.0,0.0
406210,62.16666666666666,93,2.0,2.0,2.0,0.0,0.0,1190.81,334.0,0.5,1.0,6.5,1.0,0.0,1.0,0.0,0.0,0.0
407118,76.5,112,3.0,4.0,4.0,0.25,0.25,2129.68,726.0,0.75,1.5,11.0,1.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0
407250,79.33333333333333,143,4.0,4.0,3.0,0.0,0.0,1914.57,325.0,0.25,1.0,3.0,1.0,0.0,0.75,0.25,0.0,0.0
407275,47.333333333333336,127,4.0,4.0,3.0,0.0,0.0,746.9499999999999,500.0,0.5,1.0,4.666666666666667,1.0,0.0,0.75,0.25,0.0,0.0
407434,66.0,62,1.0,0.0,1.0,0.0,0.0,0.0,177.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0
407642,57.66666666666666,111,2.0,2.0,2.0,0.0,0.0,469.77,484.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
408551,34.6,93,2.0,2.0,2.0,0.0,0.0,647.39,368.0,0.5,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
409073,86.66666666666667,178,3.0,3.0,3.0,0.0,0.0,1578.56,522.0,1.0,1.0,1.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.0
411179,200.2,283,3.0,3.0,4.0,0.75,0.25,913.2,918.0,0.25,0.75,5.25,1.25,0.6666666666666666,1.0,0.0,0.3333333333333333,0.002872247134504
411701,151.0,157,2.0,1.0,2.0,0.0,0.0,578.27,316.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.5,0.0
413128,68.0,161,5.0,4.0,5.0,0.4,0.2,1620.76,1140.9300000000003,0.2,1.2,5.6,1.4,0.0,0.8,0.0,0.2,0.0022845321224815
413340,136.75,120,3.0,3.0,1.0,0.0,0.3333333333333333,532.06,137.0,0.6666666666666666,1.0,8.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
413418,66.33333333333333,98,3.0,2.0,2.0,0.0,0.0,580.67,73.0,1.0,1.0,3.0,1.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
413658,111.5,180,3.0,3.0,3.0,0.25,0.5,3565.16,243.0,1.25,1.75,3.0,1.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0
414128,63.4,137,4.0,3.0,4.0,0.0,0.25,2590.57,1303.8600000000006,0.25,1.25,2.75,1.5,0.0,0.75,0.0,0.25,0.0
415282,44.0,93,2.0,2.0,2.0,0.0,0.0,1756.97,304.0,0.0,2.0,3.5,2.0,0.0,1.0,0.0,0.0,0.0
415381,44.66666666666666,108,3.0,3.0,2.0,0.0,0.0,451.21,239.0,1.0,1.0,2.5,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
415581,40.2,114,3.0,3.0,3.0,0.0,0.0,1059.77,592.9300000000003,0.6666666666666666,1.0,5.666666666666667,1.0,0.0,1.0,0.0,0.0,0.0
416319,218.0,220,2.0,2.0,2.0,0.0,0.0,147.6,219.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0
416580,45.0,320,5.0,5.0,5.0,0.3333333333333333,0.3333333333333333,1225.35,670.0,0.1666666666666666,0.8333333333333334,2.6,1.6,0.4,0.8,0.2,0.2,0.0
417679,87.33333333333333,141,5.0,5.0,4.0,0.2,0.6,2174.82,719.0,0.4,1.2,2.75,1.0,0.0,0.8,0.2,0.0,0.0014509352675004
418329,131.0,169,3.0,3.0,3.0,0.6666666666666666,0.3333333333333333,445.52,355.0,0.6666666666666666,1.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0007631185134366
418488,206.5,197,4.0,4.0,4.0,0.0,0.0,1411.6,702.0,0.5,1.0,3.25,1.0,0.0,1.0,0.0,0.0,0.0
418692,60.25,228,3.0,4.0,4.0,0.5,0.5,4340.7,730.0,0.25,1.5,5.0,1.5,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0003204837711376
420648,46.25,95,3.0,2.0,2.0,0.6666666666666666,0.0,1443.15,508.0,0.0,0.6666666666666666,5.5,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0039653715628367
420669,26.0,392,4.0,5.0,5.0,0.3333333333333333,0.3333333333333333,2930.05,482.0,0.5,0.8333333333333334,5.0,1.0,1.0,1.0,0.25,0.25,0.0
